Sample	log_posterior	log_likelihood	tree_length	rate_loss	rate_log_sd	p	rate_neo	swap_cold	topo_hash	kPrime_54	kPrime_55	kPrime_56	kPrime_57	kPrime_58	kPrime_59	kPrime_60	kPrime_61	kPrime_62	kPrime_63	kPrime_64	kPrime_65	kPrime_66	kPrime_67	kPrime_68	kPrime_69	kPrime_70	kPrime_71	kPrime_72	kPrime_73	kPrime_74	kPrime_75	kPrime_76	kPrime_77	kPrime_78	kPrime_79	kPrime_80	kPrime_81	kPrime_82	kPrime_83	kPrime_84	kPrime_85	kPrime_86	kPrime_87	kPrime_88	kPrime_89	kPrime_90	kPrime_91	kPrime_92	kPrime_93	kPrime_94	kPrime_95	kPrime_96	kPrime_97	kPrime_98	kPrime_99	kPrime_100	kPrime_101	kPrime_102	kPrime_103	kPrime_104	kPrime_105	kPrime_106	kPrime_107	kPrime_108	kPrime_109	kPrime_110	kPrime_111	kPrime_112	kPrime_113	kPrime_114	kPrime_115	kPrime_116	kPrime_117	kPrime_118	kPrime_119	kPrime_120	kPrime_121	kPrime_122	kPrime_123	kPrime_124	kPrime_125	kPrime_126	kPrime_127	kPrime_128	kPrime_129	kPrime_130	kPrime_131	kPrime_132	kPrime_133	kPrime_134	kPrime_135	kPrime_136	kPrime_137	kPrime_138	kPrime_139	kPrime_140	kPrime_141	kPrime_142	kPrime_143	kPrime_144	kPrime_145	kPrime_146	kPrime_147	kPrime_148	kPrime_149	kPrime_150	kPrime_151	kPrime_152	kPrime_153	kPrime_154	kPrime_155	kPrime_156	kPrime_157	kPrime_158	kPrime_159	kPrime_160	kPrime_161	kPrime_162	kPrime_163	kPrime_164	kPrime_165	kPrime_166	kPrime_167	kPrime_168	kPrime_169	kPrime_170	kPrime_171	kPrime_172	kPrime_173	kPrime_174	kPrime_175	kPrime_176	kPrime_177	kPrime_178	kPrime_179	kPrime_180	kPrime_181	kPrime_182	kPrime_183	kPrime_184	kPrime_185	kPrime_186	kPrime_187	br_1	br_2	br_3	br_4	br_5	br_6	br_7	br_8	br_9	br_10	br_11	br_12	br_13	br_14	br_15	br_16	br_17	br_18	br_19	br_20	br_21	br_22	br_23	br_24	br_25	br_26	br_27	br_28	br_29	br_30
76800	-963.278947214599	-1030.09685469087	1.58903526327435	1.94068258838596	0.210216906371322	0.99889225910775	0.749636758173154	41	1504921714426127	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0219258882941802	0.0242868220409173	0.00160453525773789	0.019686628139732	0.0339639545178539	0.019715081280776	0.0184009792190516	0.171633282480272	0.000569666028868771	0.000569666028868771	0.0270003977091849	0.0381838930721474	0.0657912144868835	0.0336286754975047	0.017182507768799	0.0925381622513632	0.109255842256848	0.0231987081632532	0.0228845132364495	0.0274282212152968	0.00242141717674587	0.0392390899276339	0.0135339336310208	0.02558814294415	0.0273661118207867	0.022609649892933	0.020674461476538	0.0375894923432323	0.0209720502731011	0.0205570115678703
77000	-966.303227121726	-1030.45388825792	0.559966946298512	1.7122970670555	2.25178526826181	0.995454671187344	1.27154311137216	49	1503638031219798	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.129767390408866	0.0045057194228337	0.0389443675495132	0.0112306314552165	0.0585447079571493	0.0119913712239134	0.0163319963764178	0.026026615902307	0.0113900050744851	0.00793472451599349	0.0290180823614916	0.0292337518047389	0.0361065367621725	0.0114312377903658	0.0543047127468021	0.130867869056605	0.138557217333782	0.027009940969631	0.00454338571695927	0.0175150924241536	0.00996779213482115	0.015533082715394	0.000383749596090092	0.0163846134844406	0.0593243756822426	0.0319562970983138	0.0143706821791641	0.0152115943355514	0.0299138739917119	0.0116985819288732
77200	-966.623731864048	-1027.23944585163	1.52016611782554	1.71957766564687	0.494441008795767	0.996866652310428	0.810798094090415	38	1878255773872326	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0219258882941802	0.016819408380228	0.00160453525773789	0.0251592930439272	0.0339639545178539	0.019715081280776	0.0184009792190516	0.171633282480272	0.000569666028868771	0.0270003977091849	0.0381838930721474	0.0657912144868835	0.00803707968955804	0.0336286754975047	0.017182507768799	0.0925381622513632	0.109255842256848	0.00242141717674587	0.0231987081632532	0.0228845132364495	0.0274282212152968	0.0135339336310208	0.0282682871691328	0.0340092687878786	0.0273661118207867	0.022609649892933	0.0177514734871152	0.0375894923432323	0.0209720502731011	0.0205570115678703
77400	-972.741051256168	-1028.79746861392	1.66655197008678	1.46437931470674	0.608654909309939	0.993226413480273	0.620325434701971	13	760207927515806	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	0.0160854631226235	0.0339639545178539	0.0184009792190516	0.019715081280776	0.155547819357648	0.0270003977091849	0.0657912144868835	0.0381838930721474	0.000569666028868771	0.0925381622513632	0.0340092687878786	0.0490756157826578	0.0205570115678703	0.0209720502731011	0.0273661118207867	0.0177514734871152	0.022609649892933	0.109255842256848	0.0231987081632532	0.0274282212152968	0.0228845132364495	0.00242141717674587	0.0282682871691328	0.00204781019159535	0.00803707968955804	0.017182507768799	0.0336286754975047	0.0219258882941802	0.0267638283016651	0.016819408380228
77600	-981.8510756122	-1026.85082582461	1.34553784884443	1.84764965627668	0.719730693956832	0.971257787263939	0.737989725289364	20	1015626317364786	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	0.0219258882941802	0.016819408380228	0.0562685583740642	0.00826864849400716	0.0339639545178539	0.019715081280776	0.0134479984564688	0.155547819357648	0.0135001988545924	0.0135001988545924	0.0381838930721474	0.0657912144868835	0.00803707968955804	0.0336286754975047	0.017182507768799	0.093107828280232	0.109255842256848	0.0239010980976004	0.0228845132364495	0.0274282212152968	0.00242141717674587	0.0282682871691328	0.00204781019159535	0.0340092687878786	0.0169361344165788	0.022609649892933	0.010744126275776	0.0490756157826578	0.0209720502731011	0.0205570115678703
77800	-980.337305828472	-1034.22126799737	1.16180784154555	2.15159494962877	0.797235602756423	0.952545716969707	0.71708342835652	23	4030401317874119	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00632012951993323	0.0187073034239127	0.00332441567744204	0.0541713817255705	0.117953834341879	0.00399895580376757	0.000225850449485011	0.0330472035777507	0.01946562820167	0.0627116845748956	0.067114404415613	0.110908092665183	0.149963076399091	0.0164130339304261	0.0164130339304261	0.0190137447203322	0.0113535297801531	0.0164590885846495	0.0123824776421038	0.0149453710863149	0.0149453710863149	0.032605039038044	0.00516361878988803	0.0347203109536501	0.0295098948347698	0.0268463941761451	0.0342802397532652	0.0435935724084667	0.0102337393666034	0.013209579142253
78000	-987.811280853433	-1036.00104541145	0.831160649979138	1.49581326162614	1.0695603476444	0.967489991375931	1.10560823038203	18	4030401317874119	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	0.00885232530506028	0.0187073034239127	0.00332441567744204	0.0541713817255705	0.117953834341879	0.00399895580376757	0.000225850449485011	0.0330472035777507	0.01946562820167	0.0627116845748956	0.067114404415613	0.122745714874162	0.126415567117141	0.016361764043649	0.0198102606108989	0.0168774749688532	0.0218537298109075	0.0164590885846495	0.0123824776421038	0.0149453710863149	0.0149453710863149	0.032605039038044	0.00516361878988803	0.0347203109536501	0.0295098948347698	0.0268463941761451	0.0342802397532652	0.0410613766233396	0.0102337393666034	0.013209579142253
78200	-986.939625011297	-1027.42732873423	0.266233236267729	2.04729757642613	4.69583176051405	0.968245334637866	0.932551582663716	5	8983782022973039	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00909406056721291	0.0254568012238754	0.0238736115898632	0.0437143292276832	0.019715081280776	0.0260432728766238	0.150491871970462	0.0147970543211891	0.0135001988545924	0.0381838930721474	0.0657912144868835	0.0119623994651774	0.0336286754975047	0.0146572543982561	0.093107828280232	0.109255842256848	0.0239010980976004	0.0220152898440199	0.0148787915051511	0.00242141717674587	0.0290842631629565	0.00204781019159535	0.0190970395715258	0.0190970395715258	0.022609649892933	0.0200814136897125	0.0577045878804079	0.0306128365778903	0.0155239459326304	0.0276514275359785
78400	-967.435044773188	-1024.08715806502	0.346582081531673	1.7481400942525	3.29252631445356	0.973060059604092	0.818559280322793	0	5117488519624839	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	0.00909406056721291	0.0127284006119377	0.0127284006119377	0.150491871970462	0.0147970543211891	0.0135001988545924	0.0381838930721474	0.0657912144868835	0.0119623994651774	0.0336286754975047	0.0146572543982561	0.093107828280232	0.109255842256848	0.0239010980976004	0.0220152898440199	0.0148787915051511	0.0248609855286696	0.0272838662805553	0.00204781019159535	0.0190970395715258	0.020897436453927	0.028473058526669	0.0200814136897125	0.0577045878804079	0.0306128365778903	0.0155239459326304	0.0392849638318867	0.019715081280776	0.0260432728766238	0.0276514275359785
78600	-969.971313047139	-1027.03691644559	0.371655729174015	2.91753813812931	2.72202936702723	0.993663823397532	1.79949937308448	4	5117488519624839	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.011156348039694	0.0148320898062139	0.0127284006119377	0.150491871970462	0.0147970543211891	0.0135001988545924	0.0381838930721474	0.0657912144868835	0.0119623994651774	0.0336286754975047	0.0146572543982561	0.093107828280232	0.109255842256848	0.0239010980976004	0.0153240730386631	0.0148787915051511	0.0248609855286696	0.0272838662805553	0.00204781019159535	0.00675153502208751	0.020897436453927	0.0221173738309272	0.0200814136897125	0.0577045878804079	0.0306128365778903	0.0155239459326304	0.0809803736548423	0.0152003298023199	0.0148301317581093	0.0229103396937732
78800	-981.647786701054	-1026.11488569077	0.382051967760472	3.26471822274061	2.47995298964972	0.946346421976446	1.29741489666228	2	8251474132049679	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	0.0250992236229434	0.00656284275024149	0.012882518668827	0.178232659705342	0.017742050267674	0.0167777114727691	0.0373222781210089	0.0387005476079279	0.0122802386533329	0.0279956244277044	0.0208017775341283	0.093107828280232	0.109255842256848	0.0183628848458435	0.0153240730386631	0.0148787915051511	0.0248609855286696	0.0327627992934663	0.00204781019159535	0.00675153502208751	0.020897436453927	0.0221173738309272	0.0200814136897125	0.0577045878804079	0.0609903874700943	0.0155239459326304	0.0294075360461035	0.0258280393168317	0.0114557376114115	0.024243518973498
79000	-977.186275414574	-1026.24546505095	0.361270955309628	1.39514720808686	2.99982665038437	0.964178265712795	1.38382250850294	0	8251474132049679	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0250992236229434	0.00656284275024149	0.012882518668827	0.178232659705342	0.017742050267674	0.0184177965992	0.0373222781210089	0.0387005476079279	0.0122802386533329	0.0279956244277044	0.0208017775341283	0.093107828280232	0.109255842256848	0.0183628848458435	0.0153240730386631	0.0148787915051511	0.0248609855286696	0.0327627992934663	0.00040772506516449	0.00675153502208751	0.020897436453927	0.0223927918431754	0.0200814136897125	0.0577045878804079	0.0609903874700943	0.0155239459326304	0.0294075360461035	0.0258280393168317	0.0111803195991633	0.024243518973498
79200	-972.04953645307	-1025.69673933108	0.572409305400716	1.95152103215519	2.38561206577833	0.995487646919071	0.689846063599525	0	8251474132049679	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0250992236229434	0.00922944796139943	0.012882518668827	0.178232659705342	0.017742050267674	0.0184177965992	0.0416556641601719	0.0387005476079279	0.0122802386533329	0.0279956244277044	0.0208017775341283	0.093107828280232	0.109255842256848	0.0208042933021529	0.0153240730386631	0.0148787915051511	0.0248609855286696	0.0327627992934663	0.00040772506516449	0.00675153502208751	0.020897436453927	0.0223927918431754	0.0200814136897125	0.0577045878804079	0.0609903874700943	0.0155239459326304	0.0242995223786362	0.0214946532776688	0.0111803195991633	0.024243518973498
79400	-960.00962555875	-1024.97301653093	0.446648934921983	1.10875461247769	2.75142123035631	0.99890554271599	0.799762656145727	0	8251474132049679	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0250992236229434	0.00922944796139943	0.0321908282281215	0.178232659705342	0.00413476748291903	0.0184177965992	0.0552629469449269	0.0387005476079279	0.0122802386533329	0.0279956244277044	0.0208017775341283	0.124138786576649	0.109255842256848	0.0208042933021529	0.0153240730386631	0.0148787915051511	0.0248609855286696	0.0327627992934663	0.00040772506516449	0.00675153502208751	0.020897436453927	0.0223927918431754	0.0200814136897125	0.026673629583991	0.0416820779107999	0.0155239459326304	0.0242995223786362	0.0214946532776688	0.0111803195991633	0.024243518973498
79600	-964.680093185617	-1026.1006959626	0.276457550875891	2.17927712166971	4.91182667047464	0.998310039258006	1.08097987398221	0	1899233642870962	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0355406300959931	0.024243518973498	0.00922944796139943	0.0321908282281215	0.178232659705342	0.00413476748291903	0.0184177965992	0.0305539207321183	0.0387005476079279	0.0181090579425582	0.0279956244277044	0.0346198237406478	0.124138786576649	0.109255842256848	0.0208042933021529	0.0153240730386631	0.0148787915051511	0.00403249040971768	0.0327627992934663	0.00916720403255376	0.0257915022115117	0.020897436453927	0.0199167647241305	0.0102072440149098	0.026673629583991	0.0416820779107999	0.0155239459326304	0.0242995223786362	0.0214946532776688	0.0111803195991633
79800	-972.932659353765	-1034.04799606104	0.660199240005733	3.41170922735059	1.36561713262951	0.971224245595888	1.0899718445626	22	3931886448316279	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0242995223786362	0.0111803195991633	0.0214946532776688	0.0355406300959931	0.00922944796139943	0.178717396127868	0.0331580725356016	0.0205934952276738	0.0312043536609485	0.0255539172744797	0.0909807140410472	0.0257915022115117	0.0269384120779979	0.0155239459326304	0.0416820779107999	0.020897436453927	0.0102072440149098	0.0196519822301236	0.109255842256848	0.00403249040971768	0.00916720403255376	0.0327627992934663	0.0208042933021529	0.0148787915051511	0.0153240730386631	0.0254405676074014	0.0387005476079279	0.0305539207321183	0.0321908282281215	0.024243518973498
80000	-970.106470328623	-1029.19333101634	1.20479389374787	1.83516329912502	0.702972228836786	0.971224245595888	0.934447112705693	50	3931886448316279	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0253360854784967	0.0111803195991633	0.0214946532776688	0.0355406300959931	0.00922944796139943	0.149312234044636	0.0176285528210294	0.0205934952276738	0.0312043536609485	0.0255539172744797	0.0909807140410472	0.0257915022115117	0.0269384120779979	0.0155239459326304	0.0416820779107999	0.020897436453927	0.0102072440149098	0.0283067418624216	0.109255842256848	0.00403249040971768	0.00916720403255376	0.0327627992934663	0.0456527909713946	0.0252736529015557	0.0153240730386631	0.0254405676074014	0.0387005476079279	0.0305539207321183	0.0321908282281215	0.024243518973498
80200	-983.185837096151	-1030.071265478	0.341129555618001	0.931207714670315	2.94747518637396	0.97116970696628	0.755348085026892	43	7112247445786992	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.143115641123814	0.0015843172906036	0.0272083652432652	0.022186544710252	0.0779391490823786	0.0120688281753406	0.0192952211155339	0.00349237240427136	0.00804041598779464	0.0197315604654702	0.0357322198399422	0.0340734953477648	0.0239166229444512	0.0428755283976619	0.0153556635515795	0.147769812540133	0.00618294318530362	0.00595558565597969	0.104958504947472	0.034592880487821	0.0141278850891804	0.0169511219120032	0.0114912373595432	0.0260038794010983	0.00582100983745356	0.00595558565597969	0.0369262023326404	0.0377918870299315	0.0352529553795958	0.0236025635057416
80400	-1006.90405303736	-1034.78078038119	1.49567925895002	1.70238498712833	0.293244200277517	0.934105961921025	0.912480450011311	54	940587947155733	2	2	2	2	2	3	2	3	3	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.143115641123814	0.00103786657423014	0.0272083652432652	0.022186544710252	0.0779391490823786	0.0120688281753406	0.0192952211155339	0.00349237240427136	0.0085868667041681	0.0197315604654702	0.0357322198399422	0.0340734953477648	0.0239166229444512	0.0428755283976619	0.0153556635515795	0.147769812540133	0.0121385288412833	0.104958504947472	0.034592880487821	0.0141278850891804	0.0169511219120032	0.0114912373595432	0.0260038794010983	0.00582100983745356	0.00297779282798985	0.0369262023326404	0.00297779282798985	0.0377918870299315	0.0352529553795958	0.0236025635057416
80600	-985.876904002371	-1030.39690236125	1.3892861706555	2.61012005878817	0.602310120812618	0.963952171181152	1.0255584352546	41	3931434939879201	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	0.00618356886488084	0.0111803195991633	0.0214946532776688	0.0355406300959931	0.0135967204239195	0.149312234044636	0.0176285528210294	0.0197408982289035	0.0312043536609485	0.0255539172744797	0.0926437197763249	0.042152281169244	0.0159581031573071	0.014032837321814	0.0295121813487462	0.0277254655746558	0.0102072440149098	0.0283067418624216	0.109255842256848	0.00403249040971768	0.00916720403255376	0.0327627992934663	0.0456527909713946	0.0252736529015557	0.0159661703172555	0.0254405676074014	0.0387005476079279	0.045339164883214	0.0321908282281215	0.024243518973498
80800	-976.681496422171	-1028.86014351246	1.35302199716741	1.29936486466877	0.569146979879963	0.968959304521953	1.11334121060242	35	6751627561579621	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	0.00349237240427136	0.147769812540133	0.00103786657423014	0.0128220899883683	0.0279334399909008	0.0779391490823786	0.0142858591897497	0.0192952211155339	0.00107450457627861	0.0197315604654702	0.0455976610869787	0.043911954914724	0.0239166229444512	0.0428755283976619	0.0137486785315227	0.139946093127159	0.0167155330383289	0.0140398995571053	0.104958504947472	0.0120039939222646	0.0141278850891804	0.0237215735650022	0.0114912373595432	0.0205275559622216	0.00582100983745356	0.00297779282798985	0.0233440193669797	0.0634026441666684	0.0278873719242371	0.0236025635057416
