Sample	log_posterior	log_likelihood	tree_length	rate_loss	rate_log_sd	p	rate_neo	phi	pi0	theta_1	swap_cold	topo_hash	kPrime_54	kPrime_55	kPrime_56	kPrime_57	kPrime_58	kPrime_59	kPrime_60	kPrime_61	kPrime_62	kPrime_63	kPrime_64	kPrime_65	kPrime_66	kPrime_67	kPrime_68	kPrime_69	kPrime_70	kPrime_71	kPrime_72	kPrime_73	kPrime_74	kPrime_75	kPrime_76	kPrime_77	kPrime_78	kPrime_79	kPrime_80	kPrime_81	kPrime_82	kPrime_83	kPrime_84	kPrime_85	kPrime_86	kPrime_87	kPrime_88	kPrime_89	kPrime_90	kPrime_91	kPrime_92	kPrime_93	kPrime_94	kPrime_95	kPrime_96	kPrime_97	kPrime_98	kPrime_99	kPrime_100	kPrime_101	kPrime_102	kPrime_103	kPrime_104	kPrime_105	kPrime_106	kPrime_107	kPrime_108	kPrime_109	kPrime_110	kPrime_111	kPrime_112	kPrime_113	kPrime_114	kPrime_115	kPrime_116	kPrime_117	kPrime_118	kPrime_119	kPrime_120	kPrime_121	kPrime_122	kPrime_123	kPrime_124	kPrime_125	kPrime_126	kPrime_127	kPrime_128	kPrime_129	kPrime_130	kPrime_131	kPrime_132	kPrime_133	kPrime_134	kPrime_135	kPrime_136	kPrime_137	kPrime_138	kPrime_139	kPrime_140	kPrime_141	kPrime_142	kPrime_143	kPrime_144	kPrime_145	kPrime_146	kPrime_147	kPrime_148	kPrime_149	kPrime_150	kPrime_151	kPrime_152	kPrime_153	kPrime_154	kPrime_155	kPrime_156	kPrime_157	kPrime_158	kPrime_159	kPrime_160	kPrime_161	kPrime_162	kPrime_163	kPrime_164	kPrime_165	kPrime_166	kPrime_167	kPrime_168	kPrime_169	kPrime_170	kPrime_171	kPrime_172	kPrime_173	kPrime_174	kPrime_175	kPrime_176	kPrime_177	kPrime_178	kPrime_179	kPrime_180	kPrime_181	kPrime_182	kPrime_183	kPrime_184	kPrime_185	kPrime_186	kPrime_187	br_1	br_2	br_3	br_4	br_5	br_6	br_7	br_8	br_9	br_10	br_11	br_12	br_13	br_14	br_15	br_16	br_17	br_18	br_19	br_20	br_21	br_22	br_23	br_24	br_25	br_26	br_27	br_28	br_29	br_30
78200	-1083.83218787971	-1033.92211912706	1.32104756366695	0.842272792822579	0.672663946374762	0.988844933705778	0.892364496517909	1.66000230408345	0.733318269257134	0.806281281861577	48	2053306417192360	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0471787804035208	0.108148764028371	0.0156356499450638	0.0260985924621192	0.0202871678481247	0.04351720523205	0.0193324772723503	0.0151216255144301	0.0103535604715412	0.00323655564076443	0.0113602986957609	0.030950854103326	0.038722340433438	0.0329685719210134	0.0158294996232406	0.080788267772556	0.0107921033911613	0.0133121626114903	0.197736015106373	0.00370760891471409	0.0507787025552963	0.024170719909214	0.0153743828663015	0.009464807139172	0.0421647966682558	0.00706261546107845	0.0297686737513216	0.032082239317564	0.0226681718056439	0.0213867891347435
78400	-1082.1295721333	-1023.92961619004	0.312354197789296	1.65501423468083	3.91195628074561	0.980523199062028	1.21652288452802	1.66000230408345	0.743842324445254	0.769246860484815	38	1990049541225802	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0427238902784303	0.108148764028371	0.0156356499450638	0.0260985924621192	0.0202871678481247	0.04351720523205	0.0193324772723503	0.0151216255144301	0.0103535604715412	0.00323655564076443	0.0113602986957609	0.030950854103326	0.038722340433438	0.0329685719210134	0.0158294996232406	0.080788267772556	0.0107921033911613	0.0133121626114903	0.197736015106373	0.00370760891471409	0.0507787025552963	0.024170719909214	0.0153743828663015	0.009464807139172	0.0277259925105155	0.00706261546107845	0.0297686737513216	0.032082239317564	0.0415618660884746	0.0213867891347435
78600	-1097.44898195129	-1017.37876554681	0.629137144076371	2.23716087761071	2.03069173737198	0.921644487312349	0.636337052943486	6.06820645047332	0.77706325212508	0.830532967566754	2	1990049541225802	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	0.0424623752140927	0.137530237505534	0.0156356499450638	0.0260985924621192	0.0202871678481247	0.04351720523205	0.0193324772723503	0.0151216255144301	0.0120573469296552	0.00323655564076443	0.0113602986957609	0.030950854103326	0.038722340433438	0.0329685719210134	0.0158294996232406	0.080788267772556	0.0107921033911613	0.0133121626114903	0.166650755171096	0.00347480010546088	0.0507787025552963	0.024170719909214	0.0153743828663015	0.00972632220350967	0.0277259925105155	0.00729542427033166	0.0297686737513216	0.032082239317564	0.0415618660884746	0.0213867891347435
78800	-1092.4210834999	-1018.03409126582	0.509267696977221	1.32417713949929	2.5715755214201	0.957445523536435	1.10790173815753	6.06820645047332	0.762631664033831	0.717315771774285	0	1990049541225802	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	0.0424623752140927	0.137530237505534	0.0156356499450638	0.0215632007336698	0.0202871678481247	0.04351720523205	0.0193324772723503	0.024057908085822	0.0165927386581046	0.00323655564076443	0.0113602986957609	0.030950854103326	0.038722340433438	0.0329685719210134	0.0158294996232406	0.080788267772556	0.0107921033911613	0.0133121626114903	0.166650755171096	0.00347480010546088	0.0507787025552963	0.024170719909214	0.0153743828663015	0.00972632220350967	0.0187897099391236	0.00729542427033166	0.0297686737513216	0.032082239317564	0.0415618660884746	0.0213867891347435
79000	-1084.33762879758	-1009.79145000382	1.0643549331556	2.23369379844526	1.16573637416354	0.989127192181544	1.82039056976428	6.06820645047332	0.762631664033831	0.640446776141463	0	8931303858325029	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0422148986726708	0.137530237505534	0.0110924571757027	0.0215632007336698	0.0202871678481247	0.04351720523205	0.0193324772723503	0.0323799163072922	0.080788267772556	0.0107921033911613	0.0129235617707431	0.166650755171096	0.00347480010546088	0.0507787025552963	0.0206393809985268	0.0153743828663015	0.00757573785174262	0.0179986750014286	0.00729542427033166	0.0297686737513216	0.0342328236693311	0.0415618660884746	0.0213867891347435	0.006087854805421	0.0125399344742032	0.030950854103326	0.038722340433438	0.0105048838526836	0.0362051275617778	0.0158294996232406
79200	-1093.27814335653	-1017.35266749386	1.47013148528523	1.63009119334491	0.478487227025408	0.981332396344525	1.1474664503742	2.47310916041393	0.75900182925357	0.582486052314119	0	7486702532123957	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0249644197061096	0.137530237505534	0.0110924571757027	0.0215632007336698	0.0202871678481247	0.0435172052320499	0.0200343951863948	0.0323799163072922	0.00716933604057762	0.0215354344966611	0.030950854103326	0.038722340433438	0.0172655918174126	0.0354132154991574	0.0130361691268023	0.0868906598122525	0.0107921033911613	0.0169611054384061	0.166650755171096	0.00347480010546088	0.0507787025552963	0.0206393809985268	0.0153743828663015	0.00757573785174262	0.0172967570873841	0.0111725240636476	0.0297686737513216	0.0342328236693311	0.0315428628910756	0.0213867891347435
79400	-1089.11311958898	-1023.80225196474	1.46376739288391	1.51873979237498	0.215804675541531	0.999101269031241	0.840710585674845	2.47310916041393	0.75900182925357	0.572849148067884	0	8681084916103232	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0140573353523142	0.00726765773402838	0.155606657899907	0.0110924571757027	0.0215632007336698	0.0202871678481247	0.0291223980943298	0.0200343951863948	0.0323799163072922	0.0142677767626328	0.030950854103326	0.038722340433438	0.0172655918174126	0.0354132154991574	0.028677370908394	0.0868906598122525	0.00954570874728975	0.0169611054384061	0.166650755171096	0.00347480010546088	0.0507787025552963	0.0206393809985268	0.0153743828663015	0.00757573785174262	0.0172967570873841	0.0111725240636476	0.0297686737513216	0.0342328236693311	0.0315428628910756	0.0213867891347435
79600	-1093.41753267979	-1027.23941277853	1.45396805428047	2.12306967269633	0.708969702281608	0.965966792764659	1.00881186323922	2.47310916041393	0.751273024329376	0.748591696732742	4	8681084916103232	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0140573353523142	0.00726765773402838	0.155606657899907	0.0110924571757027	0.0215632007336698	0.0202871678481247	0.0291223980943298	0.0195367468172578	0.0185160177003248	0.0142677767626328	0.0437612318442234	0.038722340433438	0.0172655918174126	0.0354132154991574	0.0264791951050311	0.0868906598122525	0.0153185371484521	0.0169611054384061	0.166650755171096	0.00347480010546088	0.0507787025552963	0.0168041111720295	0.0153743828663015	0.0202809997945122	0.0172967570873841	0.00605817523862326	0.0297686737513216	0.0342328236693311	0.0252635791491754	0.0218869462228032
79800	-1099.89406750768	-1028.77579170468	0.494601834561205	2.09635040830978	2.38205885702659	0.994973355655232	1.52411203311347	2.55750186807802	0.764578305516592	0.69372175574518	18	8681084916103232	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0127840995013792	0.00726765773402838	0.170084614417994	0.0109695801627492	0.0215632007336698	0.0202871678481247	0.0291223980943298	0.0195367468172578	0.0185160177003248	0.0119089981580153	0.0437612318442234	0.038722340433438	0.013757139529535	0.0353115136524094	0.0120012385869447	0.0868906598122525	0.0154334636396258	0.00879282896148929	0.166650755171096	0.00583357871007829	0.0507787025552963	0.0168041111720295	0.0202657233736418	0.0202809997945122	0.0227691779331612	0.00605817523862326	0.0297686737513216	0.0342328236693311	0.0252635791491754	0.0245828018539429
80000	-1107.31089401847	-1021.97437232601	1.34903353503464	1.55034561517014	0.640712481253591	0.979868586696463	1.04551119899042	2.55750186807802	0.764578305516592	0.642755382224255	10	1103489265018741	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00713052996507891	0.00726765773402838	0.170084614417994	0.0109695801627492	0.0215632007336698	0.0222434086415956	0.0291223980943298	0.0195367468172578	0.0185160177003248	0.0119089981580153	0.0437612318442234	0.038722340433438	0.020037523204616	0.0353115136524094	0.017654808123245	0.0868906598122525	0.00828396283897452	0.00714950080065129	0.175443584132585	0.00518523697207469	0.0507787025552963	0.0168041111720295	0.018309482580171	0.0202809997945122	0.0251366058832397	0.00809090915337365	0.0297686737513216	0.026233353782175	0.0252635791491754	0.0225500679391926
80200	-1130.56011015019	-1026.06173580439	2.00896779833154	1.55034561517014	0.400059613861793	0.985527365422182	0.673508711158778	2.55750186807802	0.690378576066115	0.515243004134296	2	8433706943301177	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00713052996507891	0.00726765773402838	0.170084614417994	0.0109695801627492	0.0333351064106789	0.0259444089113693	0.0291223980943298	0.0195367468172578	0.00674411202331575	0.0119089981580153	0.0437612318442234	0.038722340433438	0.0191472217505733	0.0353115136524094	0.017654808123245	0.114133195257582	0.00917426429301726	0.00714950080065129	0.148201048687256	0.00518523697207469	0.0507787025552963	0.0168041111720295	0.018309482580171	0.0202809997945122	0.0214356056134661	0.00809090915337365	0.0297686737513216	0.026233353782175	0.0252635791491754	0.0225500679391926
80400	-1112.94048155535	-1021.52836914403	1.19492098499266	2.09315890567632	0.530313796741169	0.985527365422182	1.17454718489848	2.55750186807802	0.738815112265088	0.386814026137567	4	8433706943301177	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00713052996507891	0.00726765773402838	0.170084614417994	0.0109695801627492	0.0333351064106789	0.0259444089113693	0.0291223980943298	0.0195367468172578	0.0179088187460648	0.0121895549387705	0.0437612318442234	0.038722340433438	0.0191472217505733	0.0353115136524094	0.017654808123245	0.114133195257582	0.00917426429301726	0.00714950080065129	0.148201048687256	0.000395479641667289	0.0507787025552963	0.0168041111720295	0.018309482580171	0.0304996962535259	0.0214356056134661	0.00809090915337365	0.0243397346227153	0.015068647059426	0.0252635791491754	0.0222695111584374
80600	-1098.25720687862	-1026.69104888616	1.50097380241707	3.2294096458536	0.609031536184423	0.998927422303115	1.10103441611472	2.13203959861254	0.761968157533167	0.494320007887146	10	8997482425148771	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00757853160411957	0.00252520401373717	0.170084614417994	0.0109695801627492	0.0333351064106789	0.030165249255389	0.0291223980943298	0.0195367468172578	0.0179088187460648	0.0121895549387705	0.0437612318442234	0.038722340433438	0.0191472217505733	0.043055625570038	0.017654808123245	0.106389083339954	0.00917426429301726	0.00714950080065129	0.148274660424487	0.000395479641667289	0.0507787025552963	0.0168041111720295	0.018309482580171	0.0304996962535259	0.0214356056134661	0.00809090915337365	0.0243397346227153	0.015068647059426	0.0252635791491754	0.0222695111584374
80800	-1107.49777888935	-1023.35225981798	1.16900286005124	1.76403297634818	0.0274194563985648	0.979821153898079	1.1633483258248	3.24211121783229	0.735252665403103	0.416963786104414	10	8909834560738683	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00856097882328554	0.170084614417994	0.0109695801627492	0.0333351064106789	0.030165249255389	0.0311682366179474	0.0150244787776266	0.0179088187460648	0.00252520401373717	0.0121895549387705	0.0437612318442234	0.0432346084730692	0.0191472217505733	0.043055625570038	0.0178784008467969	0.106389083339954	0.00712842576939965	0.148670140066154	0.00420630012919862	0.0511529609338793	0.0168041111720295	0.018309482580171	0.0304996962535259	0.0214356056134661	0.015068647059426	0.0252635791491754	0.0164829127079378	0.00714950080065129	0.0243397346227153	0.00809090915337365
81000	-1075.12327352145	-1009.8385719537	1.15208527510846	2.27885580508588	0.947856953421729	0.991802497626122	1.23866816789671	4.70399669735884	0.751910104989993	0.423439853675756	2	8909834560738683	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00856097882328554	0.170084614417994	0.0109695801627492	0.0242157478355758	0.0396209216959221	0.0417423104998809	0.0150244787776266	0.012657859148162	0.00252520401373717	0.0137186780313752	0.0422321087516187	0.048485568070972	0.0191472217505733	0.043055625570038	0.037169675945185	0.106389083339954	0.00712842576939965	0.148670140066154	0.00420630012919862	0.0375324435169831	0.0062300372900961	0.0319299999970672	0.0108721072897078	0.0145508249511505	0.0219534277217416	0.0252635791491754	0.0164829127079378	0.00714950080065129	0.0243397346227153	0.00809090915337365
81200	-1074.26996020525	-1006.67616303184	1.54842191042515	1.76506520170422	0.785324154055676	0.990428420120287	0.838670895742453	4.70399669735884	0.751910104989993	0.464292594218818	0	8909834560738683	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00856097882328554	0.170084614417994	0.0109695801627492	0.0192364347382056	0.0396209216959221	0.0417423104998809	0.0150244787776266	0.012657859148162	0.00252520401373717	0.0137186780313752	0.0422321087516187	0.048485568070972	0.0191472217505733	0.043055625570038	0.0159968792036244	0.106389083339954	0.00712842576939965	0.148670140066154	0.00420630012919862	0.0587052402585438	0.0062300372900961	0.0369093130944373	0.00768465464717545	0.0162371836135574	0.023454521701867	0.0252635791491754	0.0164829127079378	0.00714950080065129	0.0243397346227153	0.00809090915337365
81400	-1080.61032443181	-1012.06440052543	1.1505966225458	3.3660522118087	1.07541750796617	0.997594082972372	0.933412913726647	4.70399669735884	0.751910104989993	0.632704917690837	0	8909834560738683	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00856097882328554	0.161126764769403	0.00634110887690684	0.0192364347382056	0.0396209216959221	0.057825821083626	0.0150244787776266	0.0285122513161789	0.00252520401373717	0.0137186780313752	0.0422321087516187	0.0296644027718891	0.0116886440846782	0.043055625570038	0.0249547288522152	0.106389083339954	0.0086549470680618	0.148670140066154	0.0028175558292623	0.0587052402585438	0.0062300372900961	0.0369093130944373	0.00768465464717545	0.0162371836135574	0.023454521701867	0.0252635791491754	0.0164829127079378	0.00598203530098386	0.0243397346227153	0.00809090915337365
81600	-1080.00579740399	-1016.20168519087	1.38263486735607	1.93529154554629	0.837316465789714	0.983713439541581	1.53396906064771	4.70399669735884	0.763028029326404	0.590917534089017	0	721488309774177	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0043309755883047	0.161126764769403	0.00468983228306463	0.0192364347382056	0.030159781383284	0.057825821083626	0.00586361721236852	0.037973391628817	0.0141679300374847	0.033516757826107	0.0422321087516187	0.0457481035362148	0.00915847589123183	0.0434130124928433	0.0115998995838891	0.106389083339954	0.00395897877185282	0.148670140066154	0.0028175558292623	0.0367344946367466	0.0062300372900961	0.0369093130944373	0.0123806229433844	0.0212531745855977	0.023454521701867	0.0252635791491754	0.0164829127079378	0.00598203530098386	0.0243397346227153	0.00809090915337365
81800	-1092.03296890853	-1017.19212210988	1.26627273639605	1.68878692862395	0.515081571704291	0.992169929548182	0.753433931061961	2.30412826421028	0.757759628750147	0.638455144176547	0	721488309774177	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0043309755883047	0.155751842319835	0.00532263318689975	0.0192364347382056	0.030159781383284	0.057825821083626	0.00586361721236852	0.037973391628817	0.0141679300374847	0.033516757826107	0.0422321087516187	0.0457481035362148	0.00915847589123183	0.0434130124928433	0.0115998995838891	0.106389083339954	0.00395897877185282	0.148670140066154	0.0028175558292623	0.0361016937329115	0.0062300372900961	0.0369093130944373	0.010656292260622	0.0212531745855977	0.023454521701867	0.0252635791491754	0.0164829127079378	0.00598203530098386	0.0260640653054778	0.0134658316029414
82000	-1119.98533218614	-1020.91535967241	1.5800578452767	1.40614223750992	0.576699705008701	0.969765531579786	0.929739489841748	2.12200599627234	0.757759628750147	0.650500976052059	0	721488309774177	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.000845157717168408	0.155751842319835	0.00532263318689975	0.0192364347382056	0.0531638408791778	0.057825821083626	0.00681546254688323	0.0149693321329232	0.0141679300374847	0.0200988654114413	0.0422321087516187	0.0457481035362148	0.00915847589123183	0.0434130124928433	0.0115998995838891	0.10141944031771	0.00395897877185282	0.148670140066154	0.0028175558292623	0.0351498483983968	0.0062300372900961	0.0369093130944373	0.010656292260622	0.0212531745855977	0.023454521701867	0.0287493970203117	0.0164829127079378	0.00598203530098386	0.0444516007423874	0.0134658316029414
