Sample	log_posterior	log_likelihood	tree_length	rate_loss	rate_log_sd	p	rate_neo	phi	pi0	theta_1	swap_cold	topo_hash	kPrime_50	kPrime_51	kPrime_52	kPrime_53	kPrime_54	kPrime_55	kPrime_56	kPrime_57	kPrime_58	kPrime_59	kPrime_60	kPrime_61	kPrime_62	kPrime_63	kPrime_64	kPrime_65	kPrime_66	kPrime_67	kPrime_68	kPrime_69	kPrime_70	kPrime_71	kPrime_72	kPrime_73	kPrime_74	kPrime_75	kPrime_76	kPrime_77	kPrime_78	kPrime_79	kPrime_80	kPrime_81	kPrime_82	kPrime_83	kPrime_84	kPrime_85	kPrime_86	kPrime_87	kPrime_88	kPrime_89	kPrime_90	kPrime_91	kPrime_92	kPrime_93	kPrime_94	kPrime_95	kPrime_96	kPrime_97	kPrime_98	kPrime_99	kPrime_100	kPrime_101	kPrime_102	kPrime_103	kPrime_104	kPrime_105	kPrime_106	kPrime_107	kPrime_108	kPrime_109	kPrime_110	kPrime_111	kPrime_112	kPrime_113	kPrime_114	kPrime_115	kPrime_116	kPrime_117	kPrime_118	kPrime_119	kPrime_120	kPrime_121	kPrime_122	kPrime_123	kPrime_124	kPrime_125	kPrime_126	kPrime_127	kPrime_128	kPrime_129	kPrime_130	kPrime_131	kPrime_132	kPrime_133	kPrime_134	kPrime_135	kPrime_136	kPrime_137	kPrime_138	kPrime_139	kPrime_140	kPrime_141	kPrime_142	kPrime_143	kPrime_144	kPrime_145	kPrime_146	kPrime_147	kPrime_148	kPrime_149	kPrime_150	kPrime_151	kPrime_152	kPrime_153	kPrime_154	kPrime_155	kPrime_156	kPrime_157	kPrime_158	kPrime_159	kPrime_160	kPrime_161	kPrime_162	kPrime_163	kPrime_164	kPrime_165	kPrime_166	kPrime_167	kPrime_168	kPrime_169	kPrime_170	kPrime_171	kPrime_172	kPrime_173	kPrime_174	kPrime_175	kPrime_176	kPrime_177	kPrime_178	kPrime_179	kPrime_180	kPrime_181	kPrime_182	kPrime_183	kPrime_184	kPrime_185	kPrime_186	kPrime_187	kPrime_188	kPrime_189	kPrime_190	kPrime_191	kPrime_192	kPrime_193	kPrime_194	kPrime_195	kPrime_196	kPrime_197	kPrime_198	kPrime_199	kPrime_200	kPrime_201	kPrime_202	kPrime_203	kPrime_204	kPrime_205	kPrime_206	br_1	br_2	br_3	br_4	br_5	br_6	br_7	br_8	br_9	br_10	br_11	br_12	br_13	br_14	br_15	br_16	br_17	br_18	br_19	br_20	br_21	br_22	br_23	br_24	br_25	br_26	br_27	br_28	br_29	br_30
73800	-1154.66663030456	-1069.89889149556	0.77760179629517	2.63632272735058	1.16081416412992	0.995171986001434	0.401885695676502	0.7556240553265	0.73187568474664	0.0399858662104793	47	4189881363946649	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0202420618286112	0.125931359261187	0.00388769094064239	0.0201239087495887	0.0226091263531805	0.0296362446138665	0.0336460854495349	0.0355515627970102	0.0198308945925556	0.0146612066259726	0.0136975331804258	0.039532353827866	0.035625825944052	0.040374936870856	0.0222027315478598	0.036926666745958	0.106453357908919	0.0181981123859728	0.015057240279312	0.0124220127336258	0.0110520285357651	0.0243261214392851	0.0276875442983999	0.0729108603111062	0.0158345434093084	0.0460482060410733	0.042886269581906	0.0268859844327016	0.0273030478553413	0.0384544814581168
74000	-1160.66754349155	-1069.65917600874	1.10045189893171	1.6985300861364	0.624389337480173	0.991225080861644	0.476900254448412	1.11952902668139	0.766515969771527	0.489636376516108	39	8765372287771889	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0334133222090665	0.112847290654079	0.00366258670901024	0.0366756235084111	0.0496270602575493	0.0186005380816321	0.0276805602291602	0.0232261111753187	0.00587503092098285	0.0159334101557396	0.0201083964580692	0.0238857651422539	0.04138040897089	0.0437234387012545	0.0214157234768155	0.0727131239579263	0.120293783852537	0.0124381587233677	0.00518042713249936	0.0293354725611502	0.0283814640888325	0.0373169383051896	0.0127285233100823	0.0407867189787841	0.0204019680971518	0.0365315568142171	0.02180309191708	0.0284227476359119	0.0342614248661083	0.0213493331089282
74200	-1182.00713051469	-1073.25165205909	1.12260865659096	0.820827754461811	0.966094923979731	0.983514235045469	0.232697098036556	1.11952902668139	0.738495018280139	0.566220038221785	45	4760348104869958	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0374643403602482	0.112847290654079	0.000174491743330787	0.0366756235084111	0.0467965300536737	0.0272298269451095	0.0276805602291602	0.0203928095604963	0.00722209228519627	0.0196931131901862	0.0237038998372128	0.0355137334403629	0.04138040897089	0.0437234387012545	0.0214157234768155	0.0727131239579263	0.100293163356557	0.0106706756017831	0.00331891640222962	0.0293354725611502	0.0243368077460363	0.0332659201540079	0.0137937372392666	0.0407867189787841	0.0204019680971518	0.0500660506811162	0.0101751236189709	0.0246630446014653	0.0342614248661083	0.0300039691810183
74400	-1174.46583416366	-1071.17960934894	0.80648364327564	0.96905955248707	1.028795147817	0.990258096416476	0.532688374598008	1.11952902668139	0.756773678354058	0.617876666810149	42	4259495801458464	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0374643403602482	0.112847290654079	0.000174491743330787	0.0291765579253039	0.0467965300536737	0.0272298269451095	0.0276805602291602	0.0207617859766146	0.0107156548535762	0.0196931131901862	0.0233349234210944	0.0355137334403629	0.04138040897089	0.0329996708013249	0.0214157234768155	0.0727131239579263	0.100293163356557	0.0240471828056983	0.00395346982714155	0.0270068036536601	0.00294129648976601	0.029937153437874	0.023621471729864	0.0482238502219932	0.0186066709851803	0.0590810025682848	0.0101751236189709	0.0246630446014653	0.0268242936228992	0.0407277370809479
74600	-1126.92442008483	-1075.91355107973	0.582134374064092	0.713032246904321	1.09977874750526	0.992880899936101	0.596091792137276	0.7556240553265	0.773949665688188	0.0260998218469258	34	2743464866672181	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0300875830274419	0.0182811242064352	0.0219708011439707	0.125931359261187	0.00733519340107476	0.0132281521901631	0.0377649731008783	0.0327049232601046	0.0296362446138665	0.0176935460927939	0.0866888061125878	0.125528389675742	0.0135094045109436	0.0144981286272778	0.0221826603645825	0.0383735709192548	0.0326835559549989	0.0387141110155366	0.0406452296061212	0.0166548134710953	0.0521306649274888	0.0186729973171579	0.0264394771175671	0.0207374846294883	0.0222096015673096	0.0228333216136396	0.00919442962659516	0.0276484116898377	0.0227352537586131	0.0132857871962465
74800	-1117.96311533013	-1076.00555505537	1.35062398826283	1.12179184285678	0.543165404805264	0.990227213321109	0.467231484137219	0.7556240553265	0.771153671829681	0.0571876280619107	61	2743464866672181	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0190339522604769	0.0182811242064352	0.0130720528461379	0.125931359261187	0.0148894061851989	0.0127353586058766	0.0515481327710963	0.0336730621067361	0.0396932354781754	0.0176935460927939	0.100348555832488	0.125528389675742	0.00183483396712831	0.000995056702066801	0.0221826603645825	0.0383735709192548	0.0331763495392854	0.0300818748166677	0.0406452296061212	0.0166548134710953	0.0383475052572708	0.0159213561978001	0.0264394771175671	0.0342405565546993	0.0222096015673096	0.0317320699114725	0.00756799805779685	0.0311478296726786	0.0227352537586131	0.0132857871962465
75000	-1148.5544824582	-1076.68607145154	1.23931619558791	0.932790788494206	0.0417438621590297	0.980956247926588	0.566308987805038	0.7556240553265	0.743427226440643	0.0404313111038095	44	2276984641622607	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0190339522604769	0.0182811242064352	0.0126577427215858	0.125931359261187	0.00682595123850773	0.0127353586058766	0.0515481327710963	0.0336730621067361	0.0237122019013018	0.0290714858482907	0.088970616076991	0.111878072120215	0.00183483396712831	0.0114958721685932	0.0252957799181822	0.0336414008890533	0.0331763495392854	0.0300818748166677	0.0406452296061212	0.0135416939174956	0.0549522678432986	0.0159213561978001	0.0325983930109718	0.0342405565546993	0.0273186114834995	0.0303053240482693	0.00756799805779685	0.0311478296726786	0.0282154718689603	0.0137000973207986
75200	-1146.16976881123	-1073.68992475363	0.859976723097527	0.866696506868872	1.18214963306072	0.950281223027392	0.476491274575985	0.7556240553265	0.743427226440643	0.0421316719881867	36	2276984641622607	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0161047885001577	0.0294596906636103	0.00263321379889395	0.125931359261187	0.0048457527888358	0.0157074014271566	0.0515481327710963	0.0336730621067361	0.021279296133079	0.0290714858482907	0.088970616076991	0.114238121893114	0.00183483396712831	0.0114958721685932	0.0370618239034426	0.0336414008890533	0.0356092553075082	0.0241795577051761	0.0409871826671399	0.0135416939174956	0.0549522678432986	0.0222534277531985	0.0325983930109718	0.0342405565546993	0.0273186114834995	0.0182317655658702	0.00756799805779685	0.0281757868513986	0.0266407335697087	0.0162059175148723
75400	-1157.43307782058	-1076.26023849801	1.06436997233819	2.5077704906453	0.764286475511185	0.962858376354533	0.423087612328555	0.7556240553265	0.743427226440643	0.041388530405043	37	2743013358235103	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0111459418270568	0.0294596906636103	0.0048807051677127	0.125931359261187	0.00921905492728935	0.0157074014271566	0.0400772999641325	0.0336730621067361	0.013300500512625	0.0302007574128611	0.075324335953192	0.131063614490144	0.0115074735738039	0.0127587342585352	0.0359325523388723	0.0218799317243897	0.0173431957801556	0.0241795577051761	0.0457099893687783	0.032704570759984	0.050578965704845	0.0222534277531985	0.0325983930109718	0.0227594805210693	0.0350840211957975	0.0101232950753572	0.0112893370419982	0.0281757868513986	0.0266407335697087	0.0384968300522573
75600	-1168.66277119868	-1074.71138325154	1.43157645799105	1.04577440774152	0.538860984750892	0.933158429444421	0.480576141327948	0.770132979466312	0.771505505037026	0.0420766464818178	32	4413734406919003	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	0.00291792038124306	0.0294596906636103	0.00143781168756135	0.125931359261187	0.00921905492728935	0.0256129169536641	0.0301717844376251	0.0336730621067361	0.0169817322245388	0.0302007574128611	0.0782670660622389	0.131063614490144	0.0118493988549719	0.00907750254662143	0.0254373821085918	0.0218799317243897	0.0270685876656717	0.0241795577051761	0.0457099893687783	0.032704570759984	0.050578965704845	0.0213730616988732	0.0360412864911231	0.0214382473694798	0.0350840211957975	0.0108930734201216	0.0112893370419982	0.0281757868513986	0.0213185238525759	0.0509640050309036
75800	-1161.4577591173	-1067.65404407698	1.55378821859376	0.484030999322944	0.160322411242652	0.978253856968285	0.324971391038682	2.75079511157112	0.756773678354058	0.594815586713896	49	7822862747315682	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0302084137669769	0.0201820991589385	0.0376749184734196	0.0216460452846806	0.0279129296330131	0.0295281411236206	0.0257781281270435	0.128615860201169	0.0389151282179657	0.0138796896427625	0.0116042314035212	0.0297278035961047	0.0414364084280012	0.0109248529656622	0.0190649471888632	0.0791993247444976	0.118346757547933	0.00340355909296072	0.00852919685961792	0.00948766119794968	0.0204769222999261	0.0244469634970131	0.0244282763210094	0.0328910925981737	0.0144637606604656	0.0416917082332791	0.014223462140913	0.042259605440861	0.0554600290951853	0.0235920830584713
76000	-1135.48137529349	-1072.46537735108	1.05767821327891	1.94454932608841	0.944690484289033	0.997448440634693	0.612499133859102	2.75079511157112	0.756773678354058	0.733281226547548	34	7822862747315682	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.016622220883828	0.0109384920923828	0.0527185217540945	0.0244602805491359	0.0268816912202846	0.0295281411236206	0.0257781281270435	0.128615860201169	0.0220252053182875	0.00804497223105508	0.0116042314035212	0.029585829800911	0.0364616196040854	0.0101525453275466	0.0190649471888632	0.0960892476441758	0.118346757547933	0.0170720261515226	0.00852919685961792	0.0153223786096571	0.0208662794794216	0.029804702779549	0.0244282763210094	0.0236734184462713	0.0144637606604656	0.0416917082332791	0.0114092268764578	0.0553705886104113	0.0468576618959274	0.0235920830584713
76200	-1151.6992866139	-1051.08079249976	0.910572588060453	0.766015223492252	0.96952206886987	0.961657333565068	0.529212074089136	0.190028829734775	0.746832519571886	0.0350484556559355	29	1201925920679439	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00325783286592406	0.0558366794808192	0.0251706237822971	0.152784484235194	0.00874885424801582	0.0308110093428102	0.00832316673570973	0.0182104327944716	0.018905347918138	0.0680344843901555	0.0466313628803608	0.108882155529345	0.0109262239995485	0.00523751554524439	0.0271067176274915	0.00834985484576554	0.036394778489028	0.0540609654633023	0.0352836404432805	0.0476503778522468	0.0255037377923827	0.0160099400212847	0.032261530926833	0.0214382473694798	0.0294648849800932	0.0232312773156763	0.00701931724405204	0.0260525552912446	0.0195203133541811	0.0288916872356247
76400	-1122.62350839806	-1057.05611196725	0.938920941342471	1.25693160547199	0.615503646934559	0.961657333565068	0.844751951200256	0.257517223090389	0.730717612922695	0.0382587435750475	6	3056761581782211	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00228027345251501	0.0558366794808192	0.0251706237822971	0.137438395824251	0.00874885424801582	0.0461570977537533	0.00832316673570973	0.0182104327944716	0.0148500921072539	0.0690120438035645	0.0405743636576216	0.108882155529345	0.0169832232222876	0.00777411358896664	0.0271067176274915	0.00834985484576554	0.0337879183706443	0.0540609654633023	0.0352836404432805	0.0465965909330736	0.0289224723623567	0.0160099400212847	0.032261530926833	0.0214382473694798	0.0294648849800932	0.0177566410432449	0.0151008136348671	0.0301078111021287	0.0171553657033803	0.0263550891919024
76600	-1148.28463207716	-1076.04417004179	1.09565287999644	1.65356741270373	0.688163945115256	0.987819508006816	0.465888331359045	1.34413222913818	0.767528132413174	0.396568247443291	36	8983782022973039	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.00697605999453852	0.0127278574420831	0.0222122061802252	0.0138397179467383	0.0212688901162281	0.0295512721158289	0.121237450393374	0.0256076474265702	0.02365579295462	0.00654403498598155	0.0288938867004793	0.0441845025657648	0.0351210703111516	0.0336198554099561	0.053611500922041	0.0920668705041853	0.0212968808938307	0.0229663077571937	0.0122983086930087	0.0138540289315423	0.0106383580243222	0.0326825553297611	0.0626111688592065	0.0318063526984559	0.0279897441988048	0.021448867257785	0.0130367284151854	0.0696243988143644	0.0326471739474516	0.0559805102093213
76800	-1115.39574173053	-1068.56068386618	1.0839484872686	0.84053579020934	0.208403523668483	0.981674413568955	0.839479304407403	0.37730405778155	0.764413307431313	0.069830995326185	56	2657967979263157	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0201533330188912	0.0299715363230614	0.0172593026017693	0.137438395824251	0.0094194760664108	0.0443761228994964	0.031150718418971	0.0182104327944716	0.0406469494602919	0.0690120438035645	0.0369633236604108	0.105247947253597	0.0103678348363042	0.00777411358896664	0.0321841964260896	0.0145021615955132	0.0337879183706443	0.0540609654633023	0.0279313714655183	0.0252873939092222	0.0289224723623567	0.0148783585494326	0.0173262567616712	0.0282589859951113	0.0332317580407033	0.0265359756314518	0.0217449333930482	0.0336078571722007	0.00339277512137453	0.0263550891919024
77000	-1132.51455606654	-1048.6135871404	0.975156417271182	1.23490334486172	0.629071548393494	0.98969290243197	0.60899439723273	0.176840393381274	0.724370621419307	0.0510063064047151	10	1201440052503980	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0162438609066086	0.0303776255174852	0.0172593026017693	0.137438395824251	0.00422121679197026	0.0231482051665186	0.0291733962834657	0.0182104327944716	0.044506827516234	0.0576399507361325	0.04352992006692	0.0992096591995719	0.0235260287904042	0.0251421532660024	0.0155915533156636	0.0117956043723346	0.0337879183706443	0.0540609654633023	0.0223829633732035	0.0291968660215048	0.0343437116643079	0.0148783585494326	0.0244337923513122	0.0278528968006875	0.0468618448787723	0.0259568827596791	0.0217449333930482	0.0336078571722007	0.00752178686019911	0.0263550891919024
77200	-1156.09472435683	-1062.44779382678	1.51279854314791	1.23789238166332	0.123406299148934	0.939469691512104	0.376658007672219	0.176840393381274	0.752804823120525	0.0478881796788468	0	1201440052503980	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	0.0194962794605078	0.0303776255174852	0.0244942694786592	0.137438395824251	0.0056118500366283	0.0231482051665186	0.0238118944700203	0.0182104327944716	0.044506827516234	0.0576399507361325	0.04352992006692	0.0976393918221968	0.0209650472778139	0.0251421532660024	0.0280199595269315	0.00987961188542257	0.0213595121593764	0.0395449495526661	0.0223829633732035	0.0208559517062501	0.0343437116643079	0.0240766819484768	0.0233989286842977	0.0439391800886989	0.0468618448787723	0.0339420274972903	0.0118977003761625	0.0336078571722007	0.00752178686019911	0.0263550891919024
